"record_id","month","day","year","plot_id","species_id","sex","hindfoot_length","weight","genus","species","taxa","plot_type"
34824,10,5,2002,12,"PP","M",22,15,"Chaetodipus","penicillatus","Rodent","Control"
34825,10,5,2002,12,"PP","F",21,15,"Chaetodipus","penicillatus","Rodent","Control"
35028,11,9,2002,12,"PP","M",21,17,"Chaetodipus","penicillatus","Rodent","Control"
35247,12,7,2002,12,"PP","M",20,14,"Chaetodipus","penicillatus","Rodent","Control"
30745,6,3,2000,12,"SH","M",29,82,"Sigmodon","hispidus","Rodent","Control"
30185,1,8,2000,12,"OT","F",20,25,"Onychomys","torridus","Rodent","Control"
30613,4,30,2000,12,"OT","M",21,29,"Onychomys","torridus","Rodent","Control"
30619,4,30,2000,12,"OT","F",20,35,"Onychomys","torridus","Rodent","Control"
30744,6,3,2000,12,"OT","F",20,26,"Onychomys","torridus","Rodent","Control"
30747,6,3,2000,12,"OT","F",20,18,"Onychomys","torridus","Rodent","Control"
30929,7,1,2000,12,"OT","F",21,29,"Onychomys","torridus","Rodent","Control"
31223,8,25,2000,12,"OT","M",20,24,"Onychomys","torridus","Rodent","Control"
31394,9,30,2000,12,"OT","F",20,29,"Onychomys","torridus","Rodent","Control"
31395,9,30,2000,12,"OT","M",20,23,"Onychomys","torridus","Rodent","Control"
31523,11,25,2000,12,"OT","F",20,26,"Onychomys","torridus","Rodent","Control"
31524,11,25,2000,12,"OT","M",20,21,"Onychomys","torridus","Rodent","Control"
31634,12,22,2000,12,"OT","M",20,22,"Onychomys","torridus","Rodent","Control"
31635,12,22,2000,12,"OT","F",20,26,"Onychomys","torridus","Rodent","Control"
31724,1,21,2001,12,"OT","F",20,21,"Onychomys","torridus","Rodent","Control"
31794,3,3,2001,12,"OT","M",21,24,"Onychomys","torridus","Rodent","Control"
31864,3,24,2001,12,"OT","M",20,24,"Onychomys","torridus","Rodent","Control"
31866,3,24,2001,12,"OT","M",22,NA,"Onychomys","torridus","Rodent","Control"
32392,8,25,2001,12,"OT","M",20,25,"Onychomys","torridus","Rodent","Control"
32400,8,25,2001,12,"OT","M",21,20,"Onychomys","torridus","Rodent","Control"
32833,10,13,2001,12,"OT","F",21,26,"Onychomys","torridus","Rodent","Control"
32834,10,13,2001,12,"OT","F",22,21,"Onychomys","torridus","Rodent","Control"
32836,10,13,2001,12,"OT","M",20,27,"Onychomys","torridus","Rodent","Control"
33047,11,17,2001,12,"OT","F",22,20,"Onychomys","torridus","Rodent","Control"
34209,6,15,2002,12,"OT","F",20,35,"Onychomys","torridus","Rodent","Control"
34818,10,5,2002,12,"OT","M",20,22,"Onychomys","torridus","Rodent","Control"
35031,11,9,2002,12,"OT","M",20,24,"Onychomys","torridus","Rodent","Control"
30177,1,8,2000,12,"DO","F",32,54,"Dipodomys","ordii","Rodent","Control"
30180,1,8,2000,12,"DO","M",36,42,"Dipodomys","ordii","Rodent","Control"
30181,1,8,2000,12,"DO","M",35,55,"Dipodomys","ordii","Rodent","Control"
30182,1,8,2000,12,"DO","M",36,63,"Dipodomys","ordii","Rodent","Control"
30314,2,5,2000,12,"DO","M",33,54,"Dipodomys","ordii","Rodent","Control"
30318,2,5,2000,12,"DO","F",35,56,"Dipodomys","ordii","Rodent","Control"
30455,3,4,2000,12,"DO","M",NA,NA,"Dipodomys","ordii","Rodent","Control"
30622,4,30,2000,12,"DO","M",36,51,"Dipodomys","ordii","Rodent","Control"
30748,6,3,2000,12,"DO","M",36,47,"Dipodomys","ordii","Rodent","Control"
30752,6,3,2000,12,"DO","M",35,53,"Dipodomys","ordii","Rodent","Control"
30921,7,1,2000,12,"DO","M",35,62,"Dipodomys","ordii","Rodent","Control"
30931,7,1,2000,12,"DO","M",36,56,"Dipodomys","ordii","Rodent","Control"
31112,7,22,2000,12,"DO","M",36,58,"Dipodomys","ordii","Rodent","Control"
31221,8,25,2000,12,"DO","M",36,55,"Dipodomys","ordii","Rodent","Control"
31397,9,30,2000,12,"DO","M",36,51,"Dipodomys","ordii","Rodent","Control"
31528,11,25,2000,12,"DO","M",35,55,"Dipodomys","ordii","Rodent","Control"
31636,12,22,2000,12,"DO","M",35,54,"Dipodomys","ordii","Rodent","Control"
31722,1,21,2001,12,"DO","M",34,54,"Dipodomys","ordii","Rodent","Control"
31950,4,21,2001,12,"DO","M",34,54,"Dipodomys","ordii","Rodent","Control"
31952,4,21,2001,12,"DO","F",34,60,"Dipodomys","ordii","Rodent","Control"
32047,5,26,2001,12,"DO","M",34,49,"Dipodomys","ordii","Rodent","Control"
32048,5,26,2001,12,"DO","F",34,27,"Dipodomys","ordii","Rodent","Control"
32171,6,25,2001,12,"DO","M",36,43,"Dipodomys","ordii","Rodent","Control"
32173,6,25,2001,12,"DO","F",35,53,"Dipodomys","ordii","Rodent","Control"
32396,8,25,2001,12,"DO","M",36,58,"Dipodomys","ordii","Rodent","Control"
32401,8,25,2001,12,"DO","M",37,57,"Dipodomys","ordii","Rodent","Control"
32613,9,22,2001,12,"DO","M",36,58,"Dipodomys","ordii","Rodent","Control"
32617,9,22,2001,12,"DO","M",38,60,"Dipodomys","ordii","Rodent","Control"
32831,10,13,2001,12,"DO","M",36,52,"Dipodomys","ordii","Rodent","Control"
32835,10,13,2001,12,"DO","M",36,59,"Dipodomys","ordii","Rodent","Control"
33042,11,17,2001,12,"DO","F",36,46,"Dipodomys","ordii","Rodent","Control"
33043,11,17,2001,12,"DO","F",35,54,"Dipodomys","ordii","Rodent","Control"
33045,11,17,2001,12,"DO","M",35,55,"Dipodomys","ordii","Rodent","Control"
33048,11,17,2001,12,"DO","M",37,61,"Dipodomys","ordii","Rodent","Control"
33240,12,15,2001,12,"DO","F",37,52,"Dipodomys","ordii","Rodent","Control"
33241,12,15,2001,12,"DO","M",36,60,"Dipodomys","ordii","Rodent","Control"
33243,12,15,2001,12,"DO","M",36,55,"Dipodomys","ordii","Rodent","Control"
33340,1,12,2002,12,"DO","M",34,24,"Dipodomys","ordii","Rodent","Control"
33342,1,12,2002,12,"DO","F",36,26,"Dipodomys","ordii","Rodent","Control"
33343,1,12,2002,12,"DO","F",37,47,"Dipodomys","ordii","Rodent","Control"
33345,1,12,2002,12,"DO","M",37,55,"Dipodomys","ordii","Rodent","Control"
33440,2,9,2002,12,"DO","F",36,52,"Dipodomys","ordii","Rodent","Control"
33441,2,9,2002,12,"DO","M",36,58,"Dipodomys","ordii","Rodent","Control"
33589,3,13,2002,12,"DO","M",36,57,"Dipodomys","ordii","Rodent","Control"
33591,3,13,2002,12,"DO","F",36,63,"Dipodomys","ordii","Rodent","Control"
33592,3,13,2002,12,"DO","M",36,32,"Dipodomys","ordii","Rodent","Control"
33765,4,16,2002,12,"DO","F",37,51,"Dipodomys","ordii","Rodent","Control"
33766,4,16,2002,12,"DO","M",36,48,"Dipodomys","ordii","Rodent","Control"
33767,4,16,2002,12,"DO","M",37,42,"Dipodomys","ordii","Rodent","Control"
33773,4,16,2002,12,"DO","M",36,54,"Dipodomys","ordii","Rodent","Control"
33967,5,15,2002,12,"DO","M",35,45,"Dipodomys","ordii","Rodent","Control"
33968,5,15,2002,12,"DO","M",35,47,"Dipodomys","ordii","Rodent","Control"
33976,5,15,2002,12,"DO","F",37,63,"Dipodomys","ordii","Rodent","Control"
33980,5,15,2002,12,"DO","M",36,51,"Dipodomys","ordii","Rodent","Control"
34201,6,15,2002,12,"DO","F",38,47,"Dipodomys","ordii","Rodent","Control"
34204,6,15,2002,12,"DO","M",38,52,"Dipodomys","ordii","Rodent","Control"
34207,6,15,2002,12,"DO","M",36,54,"Dipodomys","ordii","Rodent","Control"
34436,7,13,2002,12,"DO","M",35,52,"Dipodomys","ordii","Rodent","Control"
34437,7,13,2002,12,"DO","M",37,51,"Dipodomys","ordii","Rodent","Control"
34438,7,13,2002,12,"DO","",NA,NA,"Dipodomys","ordii","Rodent","Control"
34449,7,13,2002,12,"DO","M",35,56,"Dipodomys","ordii","Rodent","Control"
34675,9,8,2002,12,"DO","F",37,57,"Dipodomys","ordii","Rodent","Control"
34819,10,5,2002,12,"DO","F",37,54,"Dipodomys","ordii","Rodent","Control"
34823,10,5,2002,12,"DO","F",36,57,"Dipodomys","ordii","Rodent","Control"
35029,11,9,2002,12,"DO","F",36,54,"Dipodomys","ordii","Rodent","Control"
35030,11,9,2002,12,"DO","M",35,38,"Dipodomys","ordii","Rodent","Control"
35241,12,7,2002,12,"DO","F",36,52,"Dipodomys","ordii","Rodent","Control"
35243,12,7,2002,12,"DO","M",36,48,"Dipodomys","ordii","Rodent","Control"
35411,12,29,2002,12,"DO","M",35,58,"Dipodomys","ordii","Rodent","Control"
35413,12,29,2002,12,"DO","F",36,49,"Dipodomys","ordii","Rodent","Control"
35414,12,29,2002,12,"DO","M",37,51,"Dipodomys","ordii","Rodent","Control"
33443,2,9,2002,12,"AH","",NA,NA,"Ammospermophilus","harrisi","Rodent","Control"
35027,11,9,2002,12,"AH","",NA,NA,"Ammospermophilus","harrisi","Rodent","Control"
30449,3,4,2000,12,"DX","",NA,NA,"Dipodomys","sp.","Rodent","Control"
30448,3,4,2000,12,"AB","",NA,NA,"Amphispiza","bilineata","Bird","Control"
35033,11,9,2002,12,"SF","M",27,92,"Sigmodon","fulviventer","Rodent","Control"
33769,4,16,2002,12,"PI","M",22,18,"Chaetodipus","intermedius","Rodent","Control"
34441,7,13,2002,12,"PI","M",22,20,"Chaetodipus","intermedius","Rodent","Control"
34674,9,8,2002,12,"PI","M",22,21,"Chaetodipus","intermedius","Rodent","Control"
30183,1,8,2000,12,"PB","M",25,26,"Chaetodipus","baileyi","Rodent","Control"
30311,2,5,2000,12,"PB","M",27,43,"Chaetodipus","baileyi","Rodent","Control"
30312,2,5,2000,12,"PB","M",25,24,"Chaetodipus","baileyi","Rodent","Control"
30315,2,5,2000,12,"PB","M",26,33,"Chaetodipus","baileyi","Rodent","Control"
30452,3,4,2000,12,"PB","F",26,31,"Chaetodipus","baileyi","Rodent","Control"
30616,4,30,2000,12,"PB","F",25,34,"Chaetodipus","baileyi","Rodent","Control"
30620,4,30,2000,12,"PB","F",25,31,"Chaetodipus","baileyi","Rodent","Control"
30623,4,30,2000,12,"PB","M",26,22,"Chaetodipus","baileyi","Rodent","Control"
30750,6,3,2000,12,"PB","F",26,33,"Chaetodipus","baileyi","Rodent","Control"
30751,6,3,2000,12,"PB","F",26,39,"Chaetodipus","baileyi","Rodent","Control"
30922,7,1,2000,12,"PB","F",26,35,"Chaetodipus","baileyi","Rodent","Control"
30927,7,1,2000,12,"PB","F",25,34,"Chaetodipus","baileyi","Rodent","Control"
31116,7,22,2000,12,"PB","F",26,35,"Chaetodipus","baileyi","Rodent","Control"
31118,7,22,2000,12,"PB","M",26,24,"Chaetodipus","baileyi","Rodent","Control"
31392,9,30,2000,12,"PB","F",26,NA,"Chaetodipus","baileyi","Rodent","Control"
31525,11,25,2000,12,"PB","M",26,25,"Chaetodipus","baileyi","Rodent","Control"
34444,7,13,2002,12,"PB","F",25,23,"Chaetodipus","baileyi","Rodent","Control"
34448,7,13,2002,12,"PB","M",29,34,"Chaetodipus","baileyi","Rodent","Control"
34821,10,5,2002,12,"PB","F",27,26,"Chaetodipus","baileyi","Rodent","Control"
35032,11,9,2002,12,"PB","M",27,51,"Chaetodipus","baileyi","Rodent","Control"
35035,11,9,2002,12,"PB","F",27,31,"Chaetodipus","baileyi","Rodent","Control"
35244,12,7,2002,12,"PB","F",27,30,"Chaetodipus","baileyi","Rodent","Control"
35246,12,7,2002,12,"PB","M",27,43,"Chaetodipus","baileyi","Rodent","Control"
35409,12,29,2002,12,"PB","F",27,30,"Chaetodipus","baileyi","Rodent","Control"
35231,12,7,2002,18,"NL","F",32,154,"Neotoma","albigula","Rodent","Short-term Krat Exclosure"
35435,12,29,2002,18,"NL","F",31,150,"Neotoma","albigula","Rodent","Short-term Krat Exclosure"
32184,6,25,2001,18,"PF","F",15,7,"Perognathus","flavus","Rodent","Short-term Krat Exclosure"
32419,8,25,2001,18,"PF","F",16,11,"Perognathus","flavus","Rodent","Short-term Krat Exclosure"
32850,10,13,2001,18,"PF","F",15,8,"Perognathus","flavus","Rodent","Short-term Krat Exclosure"
32060,5,26,2001,18,"PE","M",20,23,"Peromyscus","eremicus","Rodent","Short-term Krat Exclosure"
35007,11,9,2002,18,"PE","M",20,22,"Peromyscus","eremicus","Rodent","Short-term Krat Exclosure"
35010,11,9,2002,18,"PE","F",18,18,"Peromyscus","eremicus","Rodent","Short-term Krat Exclosure"
30594,4,30,2000,18,"PP","F",23,16,"Chaetodipus","penicillatus","Rodent","Short-term Krat Exclosure"
30597,4,30,2000,18,"PP","F",24,16,"Chaetodipus","penicillatus","Rodent","Short-term Krat Exclosure"
30942,7,1,2000,18,"PP","F",21,15,"Chaetodipus","penicillatus","Rodent","Short-term Krat Exclosure"
31131,7,22,2000,18,"PP","F",21,16,"Chaetodipus","penicillatus","Rodent","Short-term Krat Exclosure"
31403,9,30,2000,18,"PP","F",22,16,"Chaetodipus","penicillatus","Rodent","Short-term Krat Exclosure"
32848,10,13,2001,18,"PP","M",23,17,"Chaetodipus","penicillatus","Rodent","Short-term Krat Exclosure"
30765,6,3,2000,18,"SH","M",26,35,"Sigmodon","hispidus","Rodent","Short-term Krat Exclosure"
33256,12,15,2001,18,"SH","M",27,50,"Sigmodon","hispidus","Rodent","Short-term Krat Exclosure"
34469,7,13,2002,18,"SH","M",25,70,"Sigmodon","hispidus","Rodent","Short-term Krat Exclosure"
31237,8,25,2000,18,"OT","M",20,21,"Onychomys","torridus","Rodent","Short-term Krat Exclosure"
31404,9,30,2000,18,"OT","M",20,NA,"Onychomys","torridus","Rodent","Short-term Krat Exclosure"
31405,9,30,2000,18,"OT","",NA,NA,"Onychomys","torridus","Rodent","Short-term Krat Exclosure"
31409,9,30,2000,18,"OT","F",20,16,"Onychomys","torridus","Rodent","Short-term Krat Exclosure"
31643,12,22,2000,18,"OT","M",20,NA,"Onychomys","torridus","Rodent","Short-term Krat Exclosure"
33606,3,13,2002,18,"OT","F",20,24,"Onychomys","torridus","Rodent","Short-term Krat Exclosure"
33813,4,16,2002,18,"OT","F",22,26,"Onychomys","torridus","Rodent","Short-term Krat Exclosure"
30195,1,8,2000,18,"SS","",NA,NA,"Spermophilus","spilosoma","Rodent","Short-term Krat Exclosure"
35012,11,9,2002,18,"OL","M",20,NA,"Onychomys","leucogaster","Rodent","Short-term Krat Exclosure"
31798,3,3,2001,18,"RM","F",17,17,"Reithrodontomys","megalotis","Rodent","Short-term Krat Exclosure"
31870,3,24,2001,18,"RM","F",17,15,"Reithrodontomys","megalotis","Rodent","Short-term Krat Exclosure"
33258,12,15,2001,18,"RM","M",11,16,"Reithrodontomys","megalotis","Rodent","Short-term Krat Exclosure"
33259,12,15,2001,18,"RM","F",16,12,"Reithrodontomys","megalotis","Rodent","Short-term Krat Exclosure"
33454,2,9,2002,18,"RM","F",16,12,"Reithrodontomys","megalotis","Rodent","Short-term Krat Exclosure"
33605,3,13,2002,18,"RM","M",17,11,"Reithrodontomys","megalotis","Rodent","Short-term Krat Exclosure"
30189,1,8,2000,18,"AH","",NA,NA,"Ammospermophilus","harrisi","Rodent","Short-term Krat Exclosure"
30326,2,5,2000,18,"AB","",NA,NA,"Amphispiza","bilineata","Bird","Short-term Krat Exclosure"
30463,3,4,2000,18,"PG","",NA,NA,"Pooecetes","gramineus","Bird","Short-term Krat Exclosure"
30188,1,8,2000,18,"PB","M",25,23,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
30190,1,8,2000,18,"PB","F",25,22,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
30191,1,8,2000,18,"PB","F",25,22,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
30192,1,8,2000,18,"PB","M",26,38,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
30193,1,8,2000,18,"PB","F",26,33,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
30194,1,8,2000,18,"PB","F",26,32,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
30323,2,5,2000,18,"PB","M",26,21,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
30324,2,5,2000,18,"PB","F",25,30,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
30325,2,5,2000,18,"PB","M",24,24,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
30327,2,5,2000,18,"PB","F",27,30,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
30462,3,4,2000,18,"PB","",NA,NA,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
30464,3,4,2000,18,"PB","M",25,26,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
30465,3,4,2000,18,"PB","M",26,41,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
30466,3,4,2000,18,"PB","F",25,33,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
30467,3,4,2000,18,"PB","M",26,33,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
30468,3,4,2000,18,"PB","F",26,30,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
30469,3,4,2000,18,"PB","F",25,24,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
30595,4,30,2000,18,"PB","F",25,34,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
30596,4,30,2000,18,"PB","M",25,31,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
30598,4,30,2000,18,"PB","F",25,36,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
30762,6,3,2000,18,"PB","M",25,27,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
30763,6,3,2000,18,"PB","M",26,18,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
30764,6,3,2000,18,"PB","F",25,35,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
30766,6,3,2000,18,"PB","F",25,30,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
30939,7,1,2000,18,"PB","F",25,28,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
30940,7,1,2000,18,"PB","",NA,NA,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
30941,7,1,2000,18,"PB","F",26,36,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
30943,7,1,2000,18,"PB","M",26,30,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
30944,7,1,2000,18,"PB","M",28,26,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
30945,7,1,2000,18,"PB","F",26,24,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
31126,7,22,2000,18,"PB","M",27,34,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
31127,7,22,2000,18,"PB","M",27,34,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
31128,7,22,2000,18,"PB","M",26,31,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
31129,7,22,2000,18,"PB","F",25,38,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
31130,7,22,2000,18,"PB","F",26,27,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
31132,7,22,2000,18,"PB","M",27,29,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
31133,7,22,2000,18,"PB","F",26,34,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
31235,8,25,2000,18,"PB","F",25,32,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
31236,8,25,2000,18,"PB","F",26,30,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
31238,8,25,2000,18,"PB","M",27,40,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
31239,8,25,2000,18,"PB","F",26,29,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
31240,8,25,2000,18,"PB","M",26,34,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
31406,9,30,2000,18,"PB","F",26,26,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
31407,9,30,2000,18,"PB","M",26,29,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
31408,9,30,2000,18,"PB","F",26,37,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
31410,9,30,2000,18,"PB","M",27,33,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
31533,11,25,2000,18,"PB","M",24,34,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
31534,11,25,2000,18,"PB","M",24,32,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
31535,11,25,2000,18,"PB","F",26,30,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
31641,12,22,2000,18,"PB","F",26,30,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
31642,12,22,2000,18,"PB","M",26,38,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
31644,12,22,2000,18,"PB","M",27,35,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
31729,1,21,2001,18,"PB","F",26,29,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
31799,3,3,2001,18,"PB","M",26,40,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
31800,3,3,2001,18,"PB","F",27,33,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
31960,4,21,2001,18,"PB","M",27,50,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
31961,4,21,2001,18,"PB","F",25,17,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
32061,5,26,2001,18,"PB","F",27,31,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
32181,6,25,2001,18,"PB","F",27,22,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
32182,6,25,2001,18,"PB","M",28,42,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
32183,6,25,2001,18,"PB","F",22,42,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
32185,6,25,2001,18,"PB","M",26,34,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
32186,6,25,2001,18,"PB","F",25,18,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
32187,6,25,2001,18,"PB","F",27,NA,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
32415,8,25,2001,18,"PB","F",26,26,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
32416,8,25,2001,18,"PB","F",25,30,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
32417,8,25,2001,18,"PB","M",28,44,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
32418,8,25,2001,18,"PB","F",26,30,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
32631,9,22,2001,18,"PB","M",28,43,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
32632,9,22,2001,18,"PB","F",26,29,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
32633,9,22,2001,18,"PB","M",26,32,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
32634,9,22,2001,18,"PB","F",26,30,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
32635,9,22,2001,18,"PB","F",26,25,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
32636,9,22,2001,18,"PB","F",26,27,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
32637,9,22,2001,18,"PB","F",26,25,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
32638,9,22,2001,18,"PB","F",27,31,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
32847,10,13,2001,18,"PB","F",26,30,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
32849,10,13,2001,18,"PB","F",26,30,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
32851,10,13,2001,18,"PB","F",25,26,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
32852,10,13,2001,18,"PB","F",25,26,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
32853,10,13,2001,18,"PB","F",25,26,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
33059,11,17,2001,18,"PB","F",26,30,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
33060,11,17,2001,18,"PB","M",28,49,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
33061,11,17,2001,18,"PB","F",26,27,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
33062,11,17,2001,18,"PB","F",26,25,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
33063,11,17,2001,18,"PB","F",25,25,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
33064,11,17,2001,18,"PB","F",27,29,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
33065,11,17,2001,18,"PB","M",26,30,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
33066,11,17,2001,18,"PB","F",26,29,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
33254,12,15,2001,18,"PB","M",28,50,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
33255,12,15,2001,18,"PB","F",26,31,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
33257,12,15,2001,18,"PB","F",26,25,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
33260,12,15,2001,18,"PB","M",26,32,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
33261,12,15,2001,18,"PB","F",25,26,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
33262,12,15,2001,18,"PB","F",26,28,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
33263,12,15,2001,18,"PB","F",26,29,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
33358,1,12,2002,18,"PB","F",26,28,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
33359,1,12,2002,18,"PB","M",27,32,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
33360,1,12,2002,18,"PB","M",28,44,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
33361,1,12,2002,18,"PB","F",26,26,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
33362,1,12,2002,18,"PB","F",26,27,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
33363,1,12,2002,18,"PB","F",25,26,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
33455,2,9,2002,18,"PB","M",27,51,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
33456,2,9,2002,18,"PB","F",26,29,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
33457,2,9,2002,18,"PB","F",26,32,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
33458,2,9,2002,18,"PB","",NA,NA,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
33459,2,9,2002,18,"PB","F",26,25,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
33460,2,9,2002,18,"PB","F",26,28,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
33602,3,13,2002,18,"PB","F",25,36,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
33603,3,13,2002,18,"PB","F",26,28,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
33604,3,13,2002,18,"PB","F",26,27,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
33607,3,13,2002,18,"PB","F",27,32,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
33809,4,16,2002,18,"PB","F",26,36,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
